Course Name,University,Difficulty Level,Course Rating,Course URL,Course Description,Skills
Qualitative Research,"University of California, Davis",Advanced,4.5,https://www.coursera.org/learn/qualitative-research,"In this course, the second in the Market Research Specialization, you will go in-depth with qualitative market research methods, from design to implementation to analysis.  Week 1: Define qualitative research and how it differs from quantitative research. Explore the various qualitative research methods and evaluate when and how to use them for your research project.  Week 2: Design the qualitative instruments necessary for your interviews or focus groups, and plan your recruitment efforts. Write questions and prompts to ask in an interview or focus group. Design a moderator guide and a screening questionnaire to use when recruiting your participants.  Week 3: Recruit participants for your focus group and apply techniques to ensure they show up and participate. Act as a moderator during your focus group and apply strategies to handle various types of situations. Probe responses and engage participants in a group discussion, while collecting qualitative data and keep the discussion moving.  Week 4: Organize and analyze the data you have collected. Transcribe the audio from your focus group or interview and interpret your notes. Write a focus group report that can be presented to your stakeholders and see how this information might relate to your quantitative research.    Take Qualitative Research as a standalone course or as part of the Market Research Specialization. You should have equivalent experience to completing the first course in this specialization, Research Report: Initiating Research, before taking this course. By completing the second class in the Specialization you will gain the skills needed to succeed in the full program.",quantitative research  focus group  Market Research  research methods  Recruiting  qualitative research  marketing research  market (economics)  secondary research  analysis business marketing
Introduction to Chemistry:  Reactions and Ratios,Duke University,Beginner,4.7,https://www.coursera.org/learn/intro-chemistry,"This is an introductory course for students with limited background in chemistry; basic concepts involved in chemical reactions, stoichiometry, the periodic table, periodic trends, nomenclature, and chemical problem solving will be emphasized with the goal of preparing students for further study in chemistry as needed for many science, health, and policy professions.",medicinal chemistry  chemistry  physics  significant figures  ordered pair  compounding  Chemical Engineering  Stoichiometry  environmental chemistry  sodium physical-science-and-engineering chemistry
Getting Started with Azure,LearnQuest,Beginner,4.2,https://www.coursera.org/learn/cloud-azure-intro,This course in an introduction to Microsoft Azure services.  Students will gain familiarity with core Azure topics and practice implementation of infrastructure components.,Software Security  powershell  Microsoft Azure  virtual machine  Cloud Computing  Cloud Applications  unix shells  cloud computing security  Network Security  Software As A Service information-technology cloud-computing
Pro Tools Basics,Berklee College of Music,Intermediate,4.6,https://www.coursera.org/learn/protools,"Producing music is an incredibly creative process, and knowing the tools of the trade is essential in order to transmit the musical ideas in your head into the DAW in a creative and uninhibited way.  Whether you have used a computer to create music before, or you have been curious about production for years, this 4-week course will give you an introductory look into the world of Avid Pro Tools and Pro Tools First.",Audio Engineering  human voice  saving  Sound Design  relative change and difference  Video Editing  music  instrumentation (computer programming)  sound  guitar arts-and-humanities music-and-art
Pro Tools Basics,Berklee College of Music,Intermediate,4.6,https://www.coursera.org/learn/protools,"Producing music is an incredibly creative process, and knowing the tools of the trade is essential in order to transmit the musical ideas in your head into the DAW in a creative and uninhibited way.  Whether you have used a computer to create music before, or you have been curious about production for years, this 4-week course will give you an introductory look into the world of Avid Pro Tools and Pro Tools First.",Audio Engineering  human voice  saving  Sound Design  relative change and difference  Video Editing  music  instrumentation (computer programming)  sound  guitar arts-and-humanities music-and-art
"Journalism, the future, and you!",Michigan State University,Advanced,4.8,https://www.coursera.org/learn/international-journalism,"You will learn about the career paths that are available in journalism, and what opportunities the skill sets of a journalist can offer in other fields. You will explore areas such as being an international correspondent, self-publishing in journalism, as well as how to freelance in the field. You will be empowered to develop your own path in journalism, from being an active and informed consumer, to being a journalist.  The worlds of business, communications, politics, education and marketing all utilize elements of journalism. This course also examines how to keep the trust of audiences through ethical, and responsible, journalistic practices. Sometimes, journalists need to be aware of their own safety. We will intelligently discuss how journalists around the world handle pressure, threats and other dangers while doing their jobs.  Journalism - and journalists - are agents of change. Are you ready to become one too?",my own country  digital journalism  news  mass communication  self-interest  Broadcast  sources  network news transfer protocol  Social Media  Journalism arts-and-humanities music-and-art
Create Animation Transitions in Unity (Intro to Animation 2),Coursera Project Network,Advanced,4.7,https://www.coursera.org/learn/create-animation-transitions-unity,"In this one-hour, project-based course, you will be introduced to Unity's Animator tool for connecting multiple animations and transitioning between them. This project covers creating animations, transitions and parameters that can be used to trigger behavior.  The guided project will introduce you to the following Unity concepts: - Animator - Animator Parameters - Animation Transitions - Animation Events  This is Part 2 of a two-part series introducing Unity's Animation and Animator. Part 1 covers making the basic (but cool!) animation for your pickup GameObject.  This guided project and series also serves as an optional but recommended foundation for the ""FPS Weapon"" series.  This project makes use of the project created in Make Your Pick-Ups Look Cool in Unity (Intro to Animation 1). This compliments this guided project and, although not a prerequisite, is recommended for a more well-rounded understanding of the concepts presented herein.",Writing  computer animation  checkbox  project  parenting  e-nable  particle system  parent  behavior  .properties computer-science software-development
Image and Video Processing: From Mars to Hollywood with a Stop at the Hospital,Duke University,Beginner,4.7,https://www.coursera.org/learn/image-processing,"In this course, you will learn the science behind how digital images and video are made, altered, stored, and used. We will look at the vast world of digital imaging, from how computers and digital cameras form images to how digital special effects are used in Hollywood movies to how the Mars Rover was able to send photographs across millions of miles of space.   The course starts by looking at how the human visual system works and then teaches you about the engineering, mathematics, and computer science that makes digital images work. You will learn the basic algorithms used for adjusting images, explore JPEG and MPEG standards for encoding and compressing video images, and go on to learn about image segmentation, noise removal and filtering. Finally, we will end with image processing techniques used in medicine.   This course consists of 7 basic modules and 2 bonus (non-graded) modules. There are optional MATLAB exercises; learners will have access to MATLAB Online for the course duration. Each module is independent, so you can follow your interests.",image editing  image compression  image segmentation  image restoration  image processing  image analysis  digital image  sparse  analysis  digital image processing math-and-logic math-and-logic
Anatomy: Human Neuroanatomy,University of Michigan,Intermediate,4.9,https://www.coursera.org/learn/anatomy403-3x,"In this anatomy course, part of the Anatomy Specialization, you will be introduced to the central and peripheral nervous systems. You will learn about basic neuroanatomy, sensory pathways, motor pathways and the autonomic nervous system.  The course includes illustrated lecture videos and quizzes to help you expand and test your knowledge of the nervous system.  By the end of this course, you will have a better understanding of how the entire body influences, and is influenced, by the nervous system.",artery  neurology  reflexes  somatics  Cortex  arteries  anatomy  central nervous system  neuroscience  neuron (software) life-sciences basic-science
Writing Professional Email and Memos (Project-Centered Course),University System of Georgia,Advanced,4.2,https://www.coursera.org/learn/professional-emails,"Want your workplace writing to make a positive impression? At the end of this course, you will be a more confident writer, able to create higher quality professional documents more quickly.   This course is at the introductory or beginner level and focuses on mastering the basics of email etiquette and communication.  While this course will help learners become faster and more efficient writers by virtue of practice with common writing purposes, it does not cover marketing emails or job application materials.   In this project-based learning course, you will work on a continuous project, the writing of a professional email/memo. At the end of the course,  you will write a clear and concise email/memo. The final product will be individualized to your professional endeavors and follow the guidelines for one of the common types of emails/memos explained in the course: directives, progress reports, incident reports, response to inquiries, and meeting minutes. You will gain a wealth of skills. You will learn about appropriate email/memo formats, common ways to organize email/memo contents, common email/memo routing protocols, and expectations upon writers in professional environments.  This course is designed to be beneficial to all levels of learners, whether you have never heard of an email/memo or write them every day. Everyone will learn something from this experience. In fact, different levels of learners are encouraged in this course so that we can all learn from each other. There will be thousands of learners working side-by-side on their projects, and the environment will be social, supportive, and constructive.   By the end of this course, learners will be able to: - write clear and concise emails/memos relative to their professional endeavors - recognize five different types of emails/memos and their formats - analyze email/memo context for audience and tone - use basic grammar correctly in their email/memo writing  Materials required: Learners in this course will need only a computer with strong enough Internet to play videos and hear sound. A word processing software is suggested, but not required.   Time required: This course will require approximately 4 hours of work in the platform, including videos, reading, quizzes, and other activities.  The course project will require approximately 6 hours of work, including the rough draft, draft peer review, final draft, and final peer review.",grammar  email writing  Note Taking  Writing  technical analysis  email  report writing  content marketing  email marketing  Digital Marketing business business-essentials
Genius. Talent. Golden Mediocrity,National Research Tomsk State University,Beginner,3.5,https://www.coursera.org/learn/genius,"This course is of an applied nature and is oriented to studies in the field of creative life intensification psychology, help with the experience of crises, human potential realization and care. It may be useful for professional psychologists, for specialists whose activity involves empathy, inspiration, understanding and creating of daily life, and for all who are interested in the topic.   The main idea of the course Genius, talent and golden mediocrity are different (perpendicularly oriented) dimensions of human existence. They should be studied coherently with their manifestations. All together they construct a space for creative life, but each taken separately provokes traumatic, devastating and exhausting forms of anxieties. Our course shows how these three dimensions manifest themselves in life and how you can fulfill your genius, abilities, talents more fully and completely.  Our Method We critically examine the manifestations of the studied ""dimensions"" (phenomena), in order that by putting off all ""the supposed"" we could find specific and inherent meaning. The phenomenological method is to understand and express in simple terms the fundamental structure of creative activity, to express everything that was, that is and that will be important in the psychology of creative life.  Course objective Our main objective is a phenomenological description of genius, talent and golden mediocrity as specific dimensions of human life, correction of errors and misapprehensions of common sense regarding these phenomena.  What you gain After taking this course you will know what it is to be genius. You will see the phenomena of mediocrity and talent in a new light. You will understand these phenomena better based on our various examples. You will also be able to practice various aspects of these dimensions of creativity in your daily life.",experience  confidence  doubt  health  psychotherapy  phenomenology  palaces  opinion  thought  sustainability life-sciences psychology
Basic Statistics,University of Amsterdam,Advanced,4.6,https://www.coursera.org/learn/basic-statistics,"Understanding statistics is essential to understand research in the social and behavioral sciences. In this course you will learn the basics of statistics; not just how to calculate them, but also how to evaluate them. This course will also prepare you for the next course in the specialization - the course Inferential Statistics.   In the first part of the course we will discuss methods of descriptive statistics. You will learn what cases and variables are and how you can compute measures of central tendency (mean, median and mode) and dispersion (standard deviation and variance). Next, we discuss how to assess relationships between variables, and we introduce the concepts correlation and regression.   The second part of the course is concerned with the basics of probability: calculating probabilities, probability distributions and sampling distributions. You need to know about these things in order to understand how inferential statistics work.   The third part of the course consists of an introduction to methods of inferential statistics - methods that help us decide whether the patterns we see in our data are strong enough to draw conclusions about the underlying population we are interested in. We will discuss confidence intervals and significance tests.  You will not only learn about all these statistical concepts, you will also be trained to calculate and generate these statistics yourself using freely available statistical software.",hypothesis testing  R Programming  analysis  probability  General Statistics  statistical hypothesis testing  hypothesis  Computer Programming  confidence  Confidence Interval data-science probability-and-statistics
Understanding Violence,Emory University,Beginner,4.6,https://www.coursera.org/learn/violence,"We are so pleased to have you join us as we investigate this crucial topic.   Violence is a leading cause of death, disability and health care use worldwide.  Violence is a complex problem and can only be understood and reduced though a multidisciplinary approach.    This course introduces you to  experts who study different forms of violence and we will discuss the various causes of violence.  You will also learn about efforts to reduce violence and engage in a day of compassion.  We are very fortunate that PRESIDENT JIMMY CARTER is participating in our course. He delivers a lecture on the efforts of the Carter Center to end violence around the world, and he engages in a discussion with us about his life and work in human rights.  Do join us for short videos, readings and discussions. And also see our coffee chats, where we (Pamela and Deb) summarize and reflect on each module.   And we want to hear from you! Feel free to reach out via Twitter or through the course, or through our Facebook Page: https://www.facebook.com/groups/understandingviolence01/.",violence  law of effect  justice  suicide  Criminal Justice  Mental Illness  psychology  intimate part  law  crime social-sciences governance-and-society
The Data Scientist�s Toolbox,Johns Hopkins University,Conversant,4.5,https://www.coursera.org/learn/data-scientists-tools,"In this course you will get an introduction to the main tools and ideas in the data scientist's toolbox. The course gives an overview of the data, questions, and tools that data analysts and data scientists work with. There are two components to this course. The first is a conceptual introduction to the ideas behind turning data into actionable knowledge. The second is a practical introduction to the tools that will be used in the program like version control, markdown, git, GitHub, R, and RStudio.",R Programming  analysis  git (software)  Data Analysis  github  Computer Programming  version control  rstudio  Big Data  software data-science data-analysis
Financial Markets and Investment Strategy Capstone,Indian School of Business,Intermediate,4.7,https://www.coursera.org/learn/investment-strategy-capstone,"In the Capstone project, you have to design an investment plan for an individual at three different stages of his life. Depending on the stage of his life the individuals biases, risk preferences and wealth requirements change. You have to keep in mind all of these and design an appropriate investment plan for each stage of his life. You will use the concepts learned in the 4 courses to achieve this target. You should consider different assets and different markets to achieve the investors goals by building an optimal portfolio which matches his profile. In the end you should also evaluate the performance of his portfolio.",portfolio optimization  financial markets  Planning  time horizon  preference  investment  investment strategy  funds  Finance  Financial Management business finance
What is Data Science?,IBM,Conversant,4.6,https://www.coursera.org/learn/what-is-datascience,"The art of uncovering the insights and trends in data has been around since ancient times. The ancient Egyptians used census data to increase efficiency in tax collection and they accurately predicted the flooding of the Nile river every year. Since then, people working in data science have carved out a unique and distinct field for the work they do. This field is data science. In this course, we will meet some data science practitioners and we will get an overview of what data science is today.",analysis  Machine Learning  Data Mining  Artificial Neural Networks  Regression Analysis  Data Analysis  data reporting  Human Learning  Regression  Big Data data-science data-analysis
What is Data Science?,IBM,Conversant,4.6,https://www.coursera.org/learn/what-is-datascience,"The art of uncovering the insights and trends in data has been around since ancient times. The ancient Egyptians used census data to increase efficiency in tax collection and they accurately predicted the flooding of the Nile river every year. Since then, people working in data science have carved out a unique and distinct field for the work they do. This field is data science. In this course, we will meet some data science practitioners and we will get an overview of what data science is today.",analysis  Machine Learning  Data Mining  Artificial Neural Networks  Regression Analysis  Data Analysis  data reporting  Human Learning  Regression  Big Data data-science data-analysis
What is Data Science?,IBM,Conversant,4.6,https://www.coursera.org/learn/what-is-datascience,"The art of uncovering the insights and trends in data has been around since ancient times. The ancient Egyptians used census data to increase efficiency in tax collection and they accurately predicted the flooding of the Nile river every year. Since then, people working in data science have carved out a unique and distinct field for the work they do. This field is data science. In this course, we will meet some data science practitioners and we will get an overview of what data science is today.",analysis  Machine Learning  Data Mining  Artificial Neural Networks  Regression Analysis  Data Analysis  data reporting  Human Learning  Regression  Big Data data-science data-analysis
Introduction to Meteor.js Development,University of London,Advanced,4.6,https://www.coursera.org/learn/meteor-development,"In this course, you will learn how to create a complete, multi-user web site using the Meteor.js framework and MongoDB. You will implement user authentication, security features, reactive templates and routing using iron router. You will carry out key database operations such as inserting, removing and updating data as well as sorting and filtering. You will see how a complete application can be built, line by line.   At the end of the course, you will be able to: 1. Install the Meteor.js system and create a web application 2. Work with the Meteor.js packaging system 3. Write Meteor.js templates that can reactively display data 4. Use insert, remove and update operations on MongoDB 5. Write MongoDB data filters to search for and sort data 6 .Add  user authentication functionality to a website 7. Control what is displayed on the page using iron:router  8. Implement basic security features   In this course, you will complete: 1 server install assignment taking ~1 hour to complete 1 programming assignment taking ~8 hours to complete 4 quizzes, each taking ~20 minutes to complete multiple practice quizzes, each taking ~5 minutes to complete  Prerequisites  This course is designed to build on top of the material delivered in the previous two courses in this specialisation. Therefore, we recommend that if you find this course too technically challenging that you first complete the previous courses before re-commencing this one. Specifically, we expect you to be able to code basic HTML, CSS and Javascript before you take this course.   Participation in or completion of this online course will not confer academic credit for University of London programmes.",event (computing)  meteor  Javascript  routing  responsive web design  authentication  web  mongodb  observer pattern  html computer-science mobile-and-web-development
Identifying Patient Populations,University of Colorado System,Intermediate,4.1,https://www.coursera.org/learn/computational-phenotyping,"This course teaches you the fundamentals of computational phenotyping, a biomedical informatics method for identifying patient populations. In this course you will learn how different clinical data types perform when trying to identify patients with a particular disease or trait. You will also learn how to program different data manipulations and combinations to increase the complexity and improve the performance of your algorithms. Finally, you will have a chance to put your skills to the test with a real-world practical application where you develop a computational phenotyping algorithm to identify patients who have hypertension. You will complete this work using a real clinical data set while using a free, online computational environment for data science hosted by our Industry Partner Google Cloud.",Algorithms  positive and negative predictive values  boolean algebra  data type  instrumentation (computer programming)  identified patient  logic  patient  Combination  performance data-science data-analysis
Selling to Chinese Consumers,The Chinese University of Hong Kong,Advanced,4.5,https://www.coursera.org/learn/selling-to-chinese-consumers,"This course is designed to help learners sell their products, goods and services to Chinese consumers. To achieve this goal, the course will use evidence-based research in psychology, economics, legal studies and marketing to help learners understand the historical, economic and legal contexts of doing business in China and the behavioral characteristics of Chinese consumers. The course will cover topics in Chinese and global marketing, Chinese consumers, institutional and cultural influence on consumer motivation and behaviors in Chinese markets, and brand management in China.",foreign branding  brand  relationship marketing  consumer behaviour  new media  conspicuous consumption  self-esteem  Sales  elitism  chinese language business business-strategy
"Constructivism and Mathematics, Science, and Technology Education",University of Illinois at Urbana-Champaign,Beginner,4.9,https://www.coursera.org/learn/constructivism,"This course is designed to help participants examine the implications of constructivism for learning and teaching in science, mathematics, and technology focused areas. Course readings, discussions, and assignments will examine constructivist views of learning, research on students' ideas and idea-based interactions, research on instructional approaches taking student ideas into account, and challenges in implementing constructivist perspectives in instruction.",rational doors  resource  numbers (spreadsheet)  purchasing  observation  constructivist teaching methods  Causality  teaching  error  materials social-sciences education
What future for education?,University of London,Intermediate,4.7,https://www.coursera.org/learn/future-education,"Through this course you will start to critically examine your own ideas about education, teaching and learning. The critique will be developed through engagement with theories and ideas developed through educational research. You will be encouraged to use these ideas to challenge or support your own ideas about education.     Each week we will focus on one key question, using video lectures, key readings and challenges to explore some commonplace notions about education. With the guidance of the course team, you will be asked to use these ideas to critically reflect on your own understandings and experience. By the end of the course, you will have developed a personal response to the main question: what is your preferred future for education?",future generation  affect (education)  learning to learn  gift  materials  Human Learning  education  open-mindedness  teaching  affair social-sciences education
An Introduction to Accessibility and Inclusive Design,University of Illinois at Urbana-Champaign,Beginner,4.8,https://www.coursera.org/learn/accessibility,"This course introduces some of the fundamental principles of accessibility and prepares learners for further study in accessibility and inclusive design. Learners will have an opportunity to explore the major types of disabilities and related assistive technology and adaptive strategies, the most salient contours of the legal landscape, and the major principles that guide universal design and accessible content creation. Spotlight guest videos will highlight firsthand perspectives on disability, as well as topics like disability etiquette, universal design and universal design for learning, accommodation in higher education, campus accessibility policy, and accessibility in a corporate setting.",instructional design  multimedia  electronics  html  probability density function  portable document format  evaluation  web accessibility  assistive technology  entry point information-technology support-and-operations
MRI Fundamentals,Korea Advanced Institute of Science and Technology(KAIST),Intermediate,4.6,https://www.coursera.org/learn/mri-fundamentals,"Welcome! In this course learners will develop expertise in basic magnetic resonance imaging (MRI) physics and principles and gain knowledge of many different data acquisition strategies in MRI. In particular, learners will get to know what is magnetic resonance phenomenon, how magnetic resonance signals are generated, how an image can be formulated using MRI, how soft tissue contrast can change with imaging parameters. Also introduced will be MR imaging sequences of spin echo, gradient echo, fast spin echo, echo planar imaging, inversion recovery, etc.",Gradient  radiography  spins  signal processing  encodings  radiology  pulse  nyquist shannon sampling theorem  field of view  medical imaging life-sciences research
Ferrous Technology I,Pohang University of Science and Technology,Beginner,4.7,https://www.coursera.org/learn/ferrous-technology-1,"Steel, ever-evolving material, has been the most preeminent of all materials since it can provide wide range of properties that can meet ever-changing requirements. In this course, we explore both fundamental and technical issues related to steels, including iron and steelmaking, microstructure and phase transformation, and their properties and applications.",iron  oxygen  blast  process  Mechanical Engineering  materials  Chemical Engineering  Welding  Metallurgy  euler's totient function physical-science-and-engineering electrical-engineering
Astronomy: Exploring Time and Space,University of Arizona,Beginner,4.8,https://www.coursera.org/learn/astro,This course is designed for anyone who is interested in learning more about modern astronomy. We will help you get up to date on the most recent astronomical discoveries while also providing support at an introductory level for those who have no background in science.,energy  Solar Systems  astronomy  physics  observation  verse protocol  theory of relativity  astrobiology  history  observational astronomy physical-science-and-engineering physics-and-astronomy
Computational Thinking for K-12 Educators Capstone,University of California San Diego,Advanced,3,https://www.coursera.org/learn/computational-thinking-k12-educators-capstone,"In this capstone project course, you will learn to support your students in successfully completing the Advanced Placement Principles Create Task -- however this task can be useful for any course as a culminating, student-designed final programming project.  You will learn to interpret and practice applying to real sample student work the Create Task rubric and have the option to modify it for your own setting.  You'll prepare resources to help students through the challenges that come with doing an open-ended project that still needs to meet certain specifications.  Finally, you'll complete your own Create Task assignment including writing about the ways in which you designed algorithms, used abstraction, and struggled with a challenge while completing the task.  You'll be prepared to help students do well on the Advanced Placement Computer Science Principles Create Task!",Computer Programming  abstraction  iOS Development  event (computing)  Program Development  Expectation Maximization Algorithm  i-deas  lambda calculus  Algorithms  resource social-sciences education
Linux Server Management and Security,University of Colorado System,Intermediate,4.5,https://www.coursera.org/learn/linux-server-management-security,"Whether you are accessing a bank website, Netflix or your home router, chances are that your computer is interacting with a Linux system.  The world runs on Linux.  In this course, we will dive into how Linux works from an enterprise perspective.   In week 1 we will look at what Linux is used for in the enterprise.  By the end of week 1, you will be able to differentiate between different versions of Linux and understand how they are used in an enterprise environment.  In week 2, we will explore how Linux systems are configured.  By the end of week 2, you will be able to demonstrate different Linux commands and how they are used.  You will also be able to interact with a Linux system.  In week 3, we will explore Linux authentication mechanisms and how to add users and user controls to a Linux system.  By the end of week 3, you should be able to demonstrate how to appropriately add users to a Linux machine and secure them.  In week 4, we will explore how to harden a Linux system.  By the end of week 4, you should be able to classify different technologies to secure Linux and differentiate access control methods for Linux applications.",Leadership and Management  security  linux console  Studentized Residual  linux on embedded systems  sudo  access control  server administrator  security controls  euler's totient function information-technology security
International Marketing & Cross Industry Growth Capstone Project,Yonsei University,Beginner,4.6,https://www.coursera.org/learn/international-vertical-marketing-capstone-project,"This course will act as the culmination of the Specialization: International Marketing & Cross Industry Growth. The aim is to help you apply what you have learned during the 16 weeks of the 5 courses and conduct an ""action learning"" project that will consist of the following:  1. Situation Analysis for their chosen company or brand. 2. Marketing Mix Analysis for their chosen company or brand. 3. Cross Country Innovation Plan when expanding abroad. 4. Cross Industry Innovation Plan when sourcing ideas or expanding into another industry.  All of these analyses will have templates that will be explained in the video lectures using an exemplar case, ""Yuhan Kimberly."" You will be required to choose a company on which these analyses will be performed. As such, the intent will be to provide you an integrated set of insights and application to a chosen managerial situation and problems at hand in the context of a specific region or country. You will be required to also choose another industry (from the ones covered in the Specialization: B2C, B2B, Healthcare, Hospitality, Entertainment, Sports) when developing your Cross Industry Innovation Plan. For example, if you work for a company in the Healthcare industry and have analyzed that company, you should then conduct a Cross Industry Innovation project using concepts from a different industry such as Entertainment.",Peer Review  global marketing  Innovation  Benefits  situation analysis  cost  intangibles  software incompatibility  project  Marketing business marketing
Music Production Capstone,Berklee College of Music,Intermediate,4.8,https://www.coursera.org/learn/music-production-capstone,"After successfully completing the three prior courses of the Music Production Specialization, this capstone experience is your chance to use your talent and accumulated knowledge to create and submit a finished, fully produced song. As you go through milestones, you will work on your own or with other musicians to develop a song and vision for the finished product. You will then plan and execute its production, including recording, editing, mixing, and posting the finished product. All along the way, you will receive feedback from the peer review process, allowing you to tweak and refine your finished song.",guitar  listening  Audio Engineering  analysis  Strategy  evaluation  Video Editing  project  music  performance arts-and-humanities music-and-art
Sales Operations: Final Project,West Virginia University,Advanced,4.7,https://www.coursera.org/learn/sales-operations-final-project,"In the final project for the Sales Operations/Management Specialization, learners will be asked to apply the knowledge they have obtained by performing a critical analysis of a real-world business. Learners are to select a business that has a sales function/operation. The learners are to identify the manager responsible for the sales function (typically called a Sales Manager) and interview this person on the sales management practices at this firm.",Sales  organizing (management)  Leadership and Management  interview  training and development  business administration  Recruitment  Strategy  sales operations  sales management business leadership-and-management
Managing Your Money: MBA Insights for Undergraduates,"University of California, Irvine",Beginner,4.4,https://www.coursera.org/learn/managingmoney,This course will use as its foundation the principles of managerial economics and draw in a multidisciplinary way upon other disciplines in business education.The goal of the course is to introduce college students in a very practical and useful way to the concepts of time and money management along with career and life planning.,credit cards  market (economics)  personal advertisement  Leadership and Management  money management  insurance  stock  credit  Entrepreneurship  Finance business finance
Visual Perception and the Brain,Duke University,Intermediate,4.7,https://www.coursera.org/learn/visual-perception,"Learners will be introduced to the problems that vision faces, using perception as a guide. The course will consider how what we see is generated by the visual system, what the central problem for vision is, and what visual perception indicates about how the brain works. The evidence will be drawn from neuroscience, psychology, the history of vision science and what philosophy has contributed. Although the discussions will be informed by visual system anatomy and physiology, the focus is on perception. We see the physical world in a strange way, and goal is to understand why.",brain test  anatomy  philosophy  Geometry  neuroscience  perception  photography  color vision  Plant Biology  color psychology life-sciences basic-science
Protecting Business Innovations via Copyright,The Hong Kong University of Science and Technology,Intermediate,4.8,https://www.coursera.org/learn/protect-business-innovations-copyright,"Protecting Business Innovations Via Copyright  Watch Course Overview:  https://youtu.be/mUja4iwbrTE  Intellectual property rights (IPR) has a great impact on innovation development and society. In Science, Engineering, and Business, we seek to create wealth through innovation in products, designs, manufacturing processes, and business systems or models. However, innovation leaders often FAIL to benefit from their discoveries and inventions when they are unable to adequately protect those innovations. Learn the basics of copyright, copyright infringement, derivative works/parody and copyright related to software.  This course provides learners with an understanding of Copyright law and how it can be used to protect business innovation. The course focus is on protecting innovations with copyright as one of several tools that can be used by companies and individuals to protect creative innovations.  In additional to learning about how copyright works in theory, we will also discuss situations in which copyright might not be effective in protecting innovations, and will focus on the legal issues involved from a practical business perspective rather than from a purely legal viewpoint.  This course is one part of a four course series focusing on protection of business innovations using copyright, patent, trademark and strategy, and these four courses may be taken in any order that is most beneficial to students interested in learning about protecting innovation.  Other courses in the Protecting Business Innovations series: 1. Copyright:     https://www.coursera.org/learn/protect-business-innovations-copyright 2. Trademark:  https://www.coursera.org/learn/protect-business-innovations-trademark  3. Patent:          https://www.coursera.org/learn/protect-business-innovations-patent 4. Strategy:       https://www.coursera.org/learn/protect-business-innovations-strategy",Innovation  derivative  Intellectual Property Law  intellectual property  defense  copywriting  service innovation  law  software  doctrine business business-essentials
Fundamentals of Fluid Power,University of Minnesota,Intermediate,4.8,https://www.coursera.org/learn/fluid-power,"Fluid power has the highest power density of all conventional power-transmission technologies. Learn the benefits and limitations of fluid power, how to analyze fluid power components and circuits, and how to design and simulate fluid power circuits for applications.  In this course, you will be introduced to the fundamental principles and analytical modeling of fluid power components, circuits, and systems.  You will learn the benefits and limitations of fluid power compared with other power transmission technologies;  the operation, use, and symbols of common hydraulic components; how to formulate and analyze models of hydraulic components and circuits; and how to design and predict the performance of fluid power circuits.  This course is supported by the National Science Foundation Engineering Research Center for Compact and Efficient Fluid Power, and is endorsed by the National Fluid Power Association, the leading industry trade group in fluid power.",flow network  Mechanical Engineering  Power Supplies  computational fluid dynamics  hydraulics  Hybrid Vehicle Manufacturing  valve  simulation  simulink  fluid mechanics physical-science-and-engineering mechanical-engineering
Introduction to Deep Learning,National Research University Higher School of Economics,Advanced,4.4,https://www.coursera.org/learn/intro-to-deep-learning,"The goal of this course is to give learners basic understanding of modern neural networks and their applications in computer vision and natural language understanding. The course starts with a recap of linear models and discussion of stochastic optimization methods that are crucial for training deep neural networks. Learners will study all popular building blocks of neural networks including fully connected layers, convolutional and recurrent layers.  Learners will use these building blocks to define complex modern architectures in TensorFlow and Keras frameworks. In the course project learner will implement deep neural network for the task of image captioning which solves the problem of giving a text description for an input image.  The prerequisites for this course are:  1) Basic knowledge of Python. 2) Basic linear algebra and probability.  Please note that this is an Advanced course and we assume basic knowledge of machine learning. You should understand: 1) Linear regression: mean squared error, analytical solution. 2) Logistic regression: model, cross-entropy loss, class probability estimation. 3) Gradient descent for linear models. Derivatives of MSE and cross-entropy loss functions. 4) The problem of overfitting. 5) Regularization for linear models.  Do you have technical problems? Write to us: coursera@hse.ru",Tensorflow  Convolutional Neural Network  Keras  Machine Learning  Deep Learning  Python Programming  Human Learning  Autoencoder  recurrent neural network  Artificial Neural Networks data-science machine-learning
Studying Cities: Social Science Methods for Urban Research,Erasmus University Rotterdam,Beginner,4.7,https://www.coursera.org/learn/studying-cities-social-science-methods-for-urban-research,"Welcome!  Are you looking to learn more about how to conduct scientific research, specifically in an urban or local context? Then you have found the right course: Studying Cities: Social Science Methods for Urban Research by the Institute for Housing and Urban Development Studies (IHS), Erasmus University Rotterdam. During the course you will gain more insight in the different steps of the research cycle, and build a firm foundation for your own future research endeavors.  Before any (urban) researcher may start conducting research, it is crucial to understand the different aspects and elements of doing research. The course will guide you through the various steps of the research cycle to provide you with the basic knowledge necessary for any Master-level program, but with a special focus on urban and local development. The course starts with introductory lectures on the problem statement, research objective, empirical cycle and the research question. Over the following weeks you will also learn the components and criteria of the theoretical framework and operationalization, research strategies, and the collection and analysis of quantitative and qualitative data. You will be provided with the necessary tools to understand and evaluate these key steps in scientific research by watching video lectures with in-video questions and by completing the final peer review, which will use all the elements you have learnt throughout the course.",research methods  secondary data  Urban Planning  quasi-experiment  City Planning  operationalization  conceptual framework  problem statement  empirical research  empirical evidence social-sciences education
